country,time,population
tkl,1859,828
ussr,1859,80125922
korea_union,1859,14147031
wlf,1859,4498
deu_west,1859,20896407
yug,1859,6925240
ala,1859,12703
afg,1860,4002698
alb,1860,549090
dza,1860,3528123
and,1860,3445
ago,1860,2093779
atg,1860,37000
arg,1860,1405560
arm,1860,595396
abw,1860,23774
aus,1860,1326000
aut,1860,4235000
aze,1860,1269530
bhs,1860,34228
bhr,1860,64474
bgd,1860,23695115
brb,1860,151208
blr,1860,3396938
bel,1860,4740000
blz,1860,25988
ben,1860,939441
bmu,1860,11896
btn,1860,109122
bol,1860,1433224
bih,1860,1209406
bwa,1860,121000
bra,1860,8418521
brn,1860,4832
bgr,1860,2542636
bfa,1860,2227370
bdi,1860,1224917
khm,1860,2287715
cmr,1860,2094495
can,1860,3369000
cpv,1860,79660
cym,1860,3357
caf,1860,580289
tcd,1860,1432000
chl,1860,1660659
chn,1860,377000002
col,1860,2222494
com,1860,77131
cod,1860,6724822
cog,1860,420370
cri,1860,114233
civ,1860,1428002
hrv,1860,1745327
cub,1860,1376359
cyp,1860,185582
cze,1860,6385785
dnk,1860,1696000
dji,1860,31063
dma,1860,24813
dom,1860,187968
ecu,1860,909180
egy,1860,6353714
slv,1860,424349
gnq,1860,91784
eri,1860,347695
est,1860,482243
eth,1860,5182972
fji,1860,133691
fin,1860,1738000
fra,1860,37300000
gab,1860,221044
gmb,1860,139024
geo,1860,1546631
deu,1860,36049000
gha,1860,1658079
grc,1860,3336000
grl,1860,12546
grd,1860,32099
gtm,1860,958123
gin,1860,1399756
gnb,1860,284698
guy,1860,218710
hti,1860,1038605
hnd,1860,376032
hkg,1860,63710
hun,1860,5526087
isl,1860,79667
ind,1860,204248535
idn,1860,24407066
irn,1860,8006156
irq,1860,1467742
irl,1860,4141840
isr,1860,227862
ita,1860,26081000
jam,1860,446207
jpn,1860,33196144
jor,1860,255386
kaz,1860,2942963
ken,1860,2574000
kir,1860,20084
kwt,1860,81280
kgz,1860,764405
lao,1860,686716
lva,1860,852769
lbn,1860,442908
lso,1860,373246
lbr,1860,435359
lby,1860,656810
ltu,1860,1124024
lux,1860,164797
mac,1860,85000
mkd,1860,557129
mdg,1860,2210709
mwi,1860,737000
mys,1860,651153
mdv,1860,53496
mli,1860,2027257
mlt,1860,173861
mhl,1860,7460
mrt,1860,451970
mus,1860,303845
mex,1860,8404521
fsm,1860,20159
mda,1860,1027468
mco,1860,10411
mng,1860,657899
mne,1860,180150
mar,1860,3528123
moz,1860,2960969
mmr,1860,4085504
nam,1860,229000
nru,1860,2123
npl,1860,4521692
nld,1860,3318000
nzl,1860,132000
nic,1860,375037
ner,1860,1535445
nga,1860,14356277
prk,1860,4477300
nor,1860,1596000
omn,1860,356630
pak,1860,15569610
plw,1860,4737
pan,1860,154143
png,1860,970531
pry,1860,366606
per,1860,2283551
phl,1860,3722957
pol,1860,14806924
prt,1860,4000000
pri,1860,583000
qat,1860,14092
rou,1860,8569247
rus,1860,44904025
rwa,1860,1188545
wsm,1860,43715
smr,1860,7122
stp,1860,30642
sau,1860,2286369
sen,1860,1320834
srb,1860,3051941
syc,1860,14376
sle,1860,1037987
sgp,1860,68586
svk,1860,2476288
svn,1860,667635
slb,1860,68258
som,1860,1285871
zaf,1860,2306160
kor,1860,9648439
ssd,1860,1260197
esp,1860,15642000
lka,1860,2485269
kna,1860,23290
lca,1860,26684
vct,1860,31794
sdn,1860,4899287
sur,1860,109117
swz,1860,86000
swe,1860,3792612
che,1860,2510000
syr,1860,1529648
twn,1860,2271343
tjk,1860,672645
tza,1860,3478051
tha,1860,5495748
tls,1860,213403
tgo,1860,633505
ton,1860,18791
tto,1860,99599
tun,1860,1108479
tur,1860,11427200
tkm,1860,530120
tca,1860,4354
tuv,1860,3125
uga,1860,2399986
ukr,1860,16232730
are,1860,40153
gbr,1860,24746160
usa,1860,31838901
ury,1860,212782
uzb,1860,2768518
vut,1860,32816
ven,1860,1479382
vnm,1860,9574988
pse,1860,180099
yem,1860,2788786
zmb,1860,747000
zwe,1860,1444708
guf,1860,13241
pyf,1860,53621
glp,1860,108335
gum,1860,26445
mtq,1860,113315
myt,1860,9919
ant,1860,57250
ncl,1860,37526
reu,1860,125540
vir,1860,38000
esh,1860,4557
akr_a_dhe,1860,5659
asm,1860,7550
aia,1860,2694
vgb,1860,6700
chanisl,1860,56949
cxr,1860,0
cck,1860,97
cok,1860,14261
cheslo,1860,9691943
deu_east,1860,8305080
eri_a_eth,1860,5699346
fro,1860,17555
flk,1860,137
gib,1860,12361
gbg,1860,25271
hos,1860,905
gbm,1860,30601
jey,1860,31667
kos,1860,544938
lie,1860,7567
msr,1860,7548
niu,1860,4516
nfk,1860,1300
yem_north,1860,2331759
mnp,1860,4211
pcn,1860,22
scg,1860,3228608
scg_ex_kos,1860,2575935
yem_south,1860,721953
stbar,1860,3357
shn,1860,6811
stmar,1860,7720
spm,1860,2381
sjm,1860,192
tkl,1860,811
ussr,1860,80867546
korea_union,1860,14157625
wlf,1860,4520
deu_west,1860,21083992
yug,1860,7036476
ala,1860,12834
afg,1861,4022673
alb,1861,554257
dza,1861,3552160
and,1861,3468
ago,1861,2109003
atg,1861,37000
arg,1861,1440440
arm,1861,600854
abw,1861,23899
aus,1861,1346000
aut,1861,4263000
aze,1861,1281216
bhs,1861,35000
bhr,1861,64474
bgd,1861,23795758
brb,1861,153000
blr,1861,3428188
bel,1861,4774000
blz,1861,26000
ben,1861,948627
bmu,1861,12000
btn,1861,109649
bol,1861,1439285
bih,1861,1220051
bwa,1861,121000
bra,1861,8547154
brn,1861,4932
bgr,1861,2546940
bfa,1861,2243619
bdi,1861,1234423
khm,1861,2292891
cmr,1861,2100720
can,1861,3408094
cpv,1861,80375
cym,1861,3384
caf,1861,583065
tcd,1861,1432000
chl,1861,1687416
chn,1861,375055480
col,1861,2238890
com,1861,77739
cod,1861,6769374
cog,1861,423431
cri,1861,115648
civ,1861,1437725
hrv,1861,1760738
cub,1861,1397000
cyp,1861,185602
cze,1861,6409193
dnk,1861,1717000
dji,1861,31303
dma,1861,25000
dom,1861,192778
ecu,1861,919064
egy,1861,6420039
slv,1861,430673
gnq,1861,92089
eri,1861,352317
est,1861,486687
eth,1861,5256559
fji,1861,133365
fin,1861,1754000
fra,1861,37390000
gab,1861,222899
gmb,1861,140061
geo,1861,1560862
deu,1861,36435000
gha,1861,1649996
grc,1861,3367000
grl,1861,12631
grd,1861,32000
gtm,1861,969665
gin,1861,1412144
gnb,1861,286599
guy,1861,220221
hti,1861,1049241
hnd,1861,378739
hkg,1861,68042
hun,1861,5563987
isl,1861,80186
ind,1861,205029022
idn,1861,24689502
irn,1861,8046130
irq,1861,1478599
irl,1861,4118359
isr,1861,230259
ita,1861,26249000
jam,1861,451225
jpn,1861,33318191
jor,1861,256428
kaz,1861,2970003
ken,1861,2574000
kir,1861,20142
kwt,1861,81280
kgz,1861,771424
lao,1861,693257
lva,1861,860637
lbn,1861,446111
lso,1861,376061
lbr,1861,438946
lby,1861,660095
ltu,1861,1134387
lux,1861,165873
mac,1861,84399
mkd,1861,562052
mdg,1861,2225834
mwi,1861,737000
mys,1861,664697
mdv,1861,53809
mli,1861,2045982
mlt,1861,174995
mhl,1861,7506
mrt,1861,453854
mus,1861,320000
mex,1861,8482621
fsm,1861,20262
mda,1861,1036913
mco,1861,10487
mng,1861,658902
mne,1861,181746
mar,1861,3552160
moz,1861,2986654
mmr,1861,4101180
nam,1861,229000
nru,1861,2131
npl,1861,4539021
nld,1861,3340000
nzl,1861,142858
nic,1861,377224
ner,1861,1543520
nga,1861,14417750
prk,1861,4480659
nor,1861,1614000
omn,1861,357654
pak,1861,15620882
plw,1861,4760
pan,1861,156200
png,1861,976646
pry,1861,368309
per,1861,2313913
phl,1861,3786353
pol,1861,15000889
prt,1861,4074000
pri,1861,588922
qat,1861,14092
rou,1861,8628354
rus,1861,45318700
rwa,1861,1195909
wsm,1861,43409
smr,1861,7168
stp,1861,30872
sau,1861,2291481
sen,1861,1329728
srb,1861,3078887
syc,1861,14426
sle,1861,1044955
sgp,1861,69990
svk,1861,2485322
svn,1861,673531
slb,1861,68566
som,1861,1293980
zaf,1861,2329182
kor,1861,9658845
ssd,1861,1265812
esp,1861,15699000
lka,1861,2513820
kna,1861,23467
lca,1861,27000
vct,1861,32000
sdn,1861,4921117
sur,1861,109943
swz,1861,86000
swe,1861,3860352
che,1861,2524000
syr,1861,1534804
twn,1861,2278604
tjk,1861,678822
tza,1861,3490358
tha,1861,5523055
tls,1861,215770
tgo,1861,639088
ton,1861,18820
tto,1861,101806
tun,1861,1115053
tur,1861,11463263
tkm,1861,535008
tca,1861,4384
tuv,1861,3142
uga,1861,2407971
ukr,1861,16383470
are,1861,40153
gbr,1861,25009641
usa,1861,32677742
ury,1861,223188
uzb,1861,2793996
vut,1861,32952
ven,1861,1495890
vnm,1861,9666271
pse,1861,181994
yem,1861,2793865
zmb,1861,747000
zwe,1861,1455059
guf,1861,13338
pyf,1861,52848
glp,1861,109135
gum,1861,25789
mtq,1861,114165
myt,1861,9966
ant,1861,57676
ncl,1861,37755
reu,1861,126494
vir,1861,38000
esh,1861,4613
akr_a_dhe,1861,5699
asm,1861,7497
aia,1861,2713
vgb,1861,6700
chanisl,1861,57320
cxr,1861,0
cck,1861,98
cok,1861,14098
cheslo,1861,9737282
deu_east,1861,8380901
eri_a_eth,1861,5784277
fro,1861,17669
flk,1861,141
gib,1861,12431
gbg,1861,25436
hos,1861,905
gbm,1861,30802
jey,1861,31873
kos,1861,549736
lie,1861,7618
msr,1861,7600
niu,1861,4518
nfk,1861,1303
yem_north,1861,2347466
mnp,1861,4235
pcn,1861,26
scg,1861,3257032
scg_ex_kos,1861,2598613
yem_south,1861,726816
stbar,1861,3323
shn,1861,6900
stmar,1861,7790
spm,1861,2399
sjm,1861,196
tkl,1861,794
ussr,1861,81616034
korea_union,1861,14168227
wlf,1861,4542
deu_west,1861,21273261
yug,1861,7149499
ala,1861,12965
afg,1862,4042748
alb,1862,559472
dza,1862,3576361
and,1862,3490
ago,1862,2124338
atg,1862,36795
arg,1862,1476185
arm,1862,606361
abw,1862,24024
aus,1862,1382000
aut,1862,4292000
aze,1862,1293010
bhs,1862,35381
bhr,1862,64474
bgd,1862,23896829
brb,1862,153877
blr,1862,3459726
bel,1862,4809000
blz,1862,25898
ben,1862,957902
bmu,1862,12000
btn,1862,110179
bol,1862,1445371
bih,1862,1230789
bwa,1862,121000
bra,1862,8677753
brn,1862,5034
bgr,1862,2551251
bfa,1862,2259986
bdi,1862,1244003
khm,1862,2298078
cmr,1862,2106963
can,1862,3447642
cpv,1862,81097
cym,1862,3411
caf,1862,585854
tcd,1862,1432000
chl,1862,1714521
chn,1862,373120996
col,1862,2255406
com,1862,78352
cod,1862,6814222
cog,1862,426515
cri,1862,117081
civ,1862,1447515
hrv,1862,1776285
cub,1862,1389508
cyp,1862,185622
cze,1862,6432687
dnk,1862,1739000
dji,1862,31544
dma,1862,25193
dom,1862,197711
ecu,1862,929056
egy,1862,6487056
slv,1862,437091
gnq,1862,92395
eri,1862,357001
est,1862,491171
eth,1862,5331190
fji,1862,133039
fin,1862,1774000
fra,1862,37520000
gab,1862,224770
gmb,1862,141106
geo,1862,1575225
deu,1862,36788000
gha,1862,1641953
grc,1862,3398000
grl,1862,12716
grd,1862,32555
gtm,1862,981345
gin,1862,1424643
gnb,1862,288512
guy,1862,221744
hti,1862,1059985
hnd,1862,381466
hkg,1862,72669
hun,1862,5602147
isl,1862,80709
ind,1862,205812494
idn,1862,24975206
irn,1862,8086304
irq,1862,1489537
irl,1862,4109821
isr,1862,232681
ita,1862,26418000
jam,1862,456299
jpn,1862,33440686
jor,1862,257474
kaz,1862,2997291
ken,1862,2574000
kir,1862,20201
kwt,1862,81280
kgz,1862,778506
lao,1862,699860
lva,1862,868578
lbn,1862,449337
lso,1862,378897
lbr,1862,442563
lby,1862,663396
ltu,1862,1144846
lux,1862,166955
mac,1862,83803
mkd,1862,567018
mdg,1862,2241062
mwi,1862,737000
mys,1862,678523
mdv,1862,54123
mli,1862,2064881
mlt,1862,176135
mhl,1862,7552
mrt,1862,455746
mus,1862,320986
mex,1862,8561447
fsm,1862,20367
mda,1862,1046444
mco,1862,10563
mng,1862,659907
mne,1862,183356
mar,1862,3576361
moz,1862,3012562
mmr,1862,4116916
nam,1862,229000
nru,1862,2139
npl,1862,4556416
nld,1862,3366000
nzl,1862,154610
nic,1862,379424
ner,1862,1551637
nga,1862,14479486
prk,1862,4484020
nor,1862,1627000
omn,1862,358681
pak,1862,15672324
plw,1862,4784
pan,1862,158285
png,1862,982801
pry,1862,370021
per,1862,2344679
phl,1862,3850827
pol,1862,15197395
prt,1862,4113000
pri,1862,594904
qat,1862,14092
rou,1862,8687868
rus,1862,45737204
rwa,1862,1203318
wsm,1862,43105
smr,1862,7215
stp,1862,31103
sau,1862,2296604
sen,1862,1338681
srb,1862,3106071
syc,1862,14476
sle,1862,1051970
sgp,1862,71424
svk,1862,2494388
svn,1862,679480
slb,1862,68876
som,1862,1302139
zaf,1862,2352434
kor,1862,9669262
ssd,1862,1271452
esp,1862,15754000
lka,1862,2542699
kna,1862,23646
lca,1862,27463
vct,1862,32379
sdn,1862,4943044
sur,1862,110774
swz,1862,86000
swe,1862,3902859
che,1862,2538000
syr,1862,1539978
twn,1862,2285887
tjk,1862,685057
tza,1862,3502709
tha,1862,5550497
tls,1862,218164
tgo,1862,644720
ton,1862,18849
tto,1862,104061
tun,1862,1121666
tur,1862,11499441
tkm,1862,539941
tca,1862,4415
tuv,1862,3160
uga,1862,2415982
ukr,1862,16535610
are,1862,40153
gbr,1862,25291179
usa,1862,33515609
ury,1862,234102
uzb,1862,2819709
vut,1862,33089
ven,1862,1512582
vnm,1862,9758426
pse,1862,183908
yem,1862,2798954
zmb,1862,747000
zwe,1862,1465485
guf,1862,13435
pyf,1862,52087
glp,1862,109940
gum,1862,25149
mtq,1862,115021
myt,1862,10013
ant,1862,58106
ncl,1862,37985
reu,1862,127455
vir,1862,38000
esh,1862,4670
akr_a_dhe,1862,5739
asm,1862,7445
aia,1862,2733
vgb,1862,6700
chanisl,1862,57694
cxr,1862,0
cck,1862,99
cok,1862,13936
cheslo,1862,9782833
deu_east,1862,8457413
eri_a_eth,1862,5870474
fro,1862,17784
flk,1862,145
gib,1862,12501
gbg,1862,25602
hos,1862,905
gbm,1862,31005
jey,1862,32081
kos,1862,554575
lie,1862,7669
msr,1862,7703
niu,1862,4520
nfk,1862,1307
yem_north,1862,2363279
mnp,1862,4259
pcn,1862,31
scg,1862,3285706
scg_ex_kos,1862,2621490
yem_south,1862,731712
stbar,1862,3289
shn,1862,6827
stmar,1862,7861
spm,1862,2416
sjm,1862,201
tkl,1862,777
ussr,1862,82371450
korea_union,1862,14178836
wlf,1862,4564
deu_west,1862,21464229
yug,1862,7264338
ala,1862,13098
afg,1863,4062924
alb,1863,564736
dza,1863,3600727
and,1863,3513
ago,1863,2139784
atg,1863,36591
arg,1863,1512818
arm,1863,611919
abw,1863,24150
aus,1863,1432000
aut,1863,4321000
aze,1863,1304913
bhs,1863,35766
bhr,1863,64474
bgd,1863,23998328
brb,1863,154759
blr,1863,3491554
bel,1863,4844000
blz,1863,25797
ben,1863,967268
bmu,1863,12000
btn,1863,110711
bol,1863,1451484
bih,1863,1241622
bwa,1863,121000
bra,1863,8810347
brn,1863,5138
bgr,1863,2555569
bfa,1863,2276473
bdi,1863,1253658
khm,1863,2303277
cmr,1863,2113225
can,1863,3487649
cpv,1863,81825
cym,1863,3438
caf,1863,588657
tcd,1863,1432000
chl,1863,1741983
chn,1863,371196481
col,1863,2272044
com,1863,78969
cod,1863,6859367
cog,1863,429621
cri,1863,118532
civ,1863,1457372
hrv,1863,1791970
cub,1863,1382056
cyp,1863,185641
cze,1863,6456267
dnk,1863,1761000
dji,1863,31787
dma,1863,25388
dom,1863,202770
ecu,1863,939156
egy,1863,6554773
slv,1863,443604
gnq,1863,92702
eri,1863,361747
est,1863,495697
eth,1863,5406881
fji,1863,132714
fin,1863,1794000
fra,1863,37710000
gab,1863,226656
gmb,1863,142159
geo,1863,1589720
deu,1863,37184000
gha,1863,1633948
grc,1863,3430000
grl,1863,12802
grd,1863,33119
gtm,1863,993167
gin,1863,1437252
gnb,1863,290438
guy,1863,223277
hti,1863,1070840
hnd,1863,384213
hkg,1863,77610
hun,1863,5640568
isl,1863,81236
ind,1863,206598958
idn,1863,25264216
irn,1863,8126679
irq,1863,1500555
irl,1863,4068552
isr,1863,235129
ita,1863,26610000
jam,1863,461430
jpn,1863,33563632
jor,1863,258525
kaz,1863,3024830
ken,1863,2574000
kir,1863,20260
kwt,1863,81280
kgz,1863,785654
lao,1863,706526
lva,1863,876592
lbn,1863,452586
lso,1863,381754
lbr,1863,446209
lby,1863,666713
ltu,1863,1155401
lux,1863,168045
mac,1863,83210
mkd,1863,572028
mdg,1863,2256395
mwi,1863,737000
mys,1863,692636
mdv,1863,54439
mli,1863,2083955
mlt,1863,177284
mhl,1863,7599
mrt,1863,457645
mus,1863,321975
mex,1863,8641005
fsm,1863,20472
mda,1863,1056062
mco,1863,10640
mng,1863,660913
mne,1863,184981
mar,1863,3600727
moz,1863,3038695
mmr,1863,4132713
nam,1863,229000
nru,1863,2147
npl,1863,4573878
nld,1863,3397000
nzl,1863,167328
nic,1863,381637
ner,1863,1559796
nga,1863,14541486
prk,1863,4487384
nor,1863,1646000
omn,1863,359710
pak,1863,15723934
plw,1863,4808
pan,1863,160398
png,1863,988994
pry,1863,371740
per,1863,2375855
phl,1863,3916400
pol,1863,15396475
prt,1863,4131000
pri,1863,600947
qat,1863,14092
rou,1863,8747793
rus,1863,46159573
rwa,1863,1210773
wsm,1863,42803
smr,1863,7262
stp,1863,31336
sau,1863,2301738
sen,1863,1347695
srb,1863,3133494
syc,1863,14526
sle,1863,1059032
sgp,1863,72887
svk,1863,2503487
svn,1863,685481
slb,1863,69187
som,1863,1310350
zaf,1863,2375917
kor,1863,9679689
ssd,1863,1277117
esp,1863,15809000
lka,1863,2571910
kna,1863,23826
lca,1863,27933
vct,1863,32763
sdn,1863,4965069
sur,1863,111612
swz,1863,86000
swe,1863,3937168
che,1863,2552000
syr,1863,1545169
twn,1863,2293194
tjk,1863,691348
tza,1863,3515104
tha,1863,5578075
tls,1863,220584
tgo,1863,650402
ton,1863,18879
tto,1863,106367
tun,1863,1128318
tur,1863,11535732
tkm,1863,544920
tca,1863,4446
tuv,1863,3178
uga,1863,2424020
ukr,1863,16689163
are,1863,40153
gbr,1863,25561448
usa,1863,34354509
ury,1863,245551
uzb,1863,2845657
vut,1863,33227
ven,1863,1529460
vnm,1863,9851458
pse,1863,185843
yem,1863,2804052
zmb,1863,747000
zwe,1863,1475985
guf,1863,13533
pyf,1863,51336
glp,1863,110752
gum,1863,24524
mtq,1863,115884
myt,1863,10060
ant,1863,58539
ncl,1863,38216
reu,1863,128423
vir,1863,38000
esh,1863,4728
akr_a_dhe,1863,5780
asm,1863,7393
aia,1863,2752
vgb,1863,6700
chanisl,1863,58070
cxr,1863,0
cck,1863,101
cok,1863,13777
cheslo,1863,9828598
deu_east,1863,8534624
eri_a_eth,1863,5957956
fro,1863,17900
flk,1863,150
gib,1863,12571
gbg,1863,25768
hos,1863,905
gbm,1863,31209
jey,1863,32290
kos,1863,559458
lie,1863,7720
msr,1863,7808
niu,1863,4521
nfk,1863,1311
yem_north,1863,2379199
mnp,1863,4283
pcn,1863,36
scg,1863,3314632
scg_ex_kos,1863,2644569
yem_south,1863,736641
stbar,1863,3255
shn,1863,6754
stmar,1863,7932
spm,1863,2434
sjm,1863,205
tkl,1863,761
ussr,1863,83133859
korea_union,1863,14189454
wlf,1863,4586
deu_west,1863,21656912
yug,1863,7381021
ala,1863,13233
afg,1864,4083200
alb,1864,570050
dza,1864,3625259
and,1864,3536
ago,1864,2155343
atg,1864,36388
arg,1864,1550359
arm,1864,617529
abw,1864,24277
aus,1864,1495000
aut,1864,4350000
aze,1864,1316925
bhs,1864,36155
bhr,1864,64474
bgd,1864,24100259
brb,1864,155646
blr,1864,3523675
bel,1864,4879000
blz,1864,25696
ben,1864,976726
bmu,1864,12000
btn,1864,111246
bol,1864,1457622
bih,1864,1252550
bwa,1864,121000
bra,1864,8944967
brn,1864,5245
bgr,1864,2559894
bfa,1864,2293080
bdi,1864,1263387
khm,1864,2308487
cmr,1864,2119506
can,1864,3528119
cpv,1864,82559
cym,1864,3466
caf,1864,591473
tcd,1864,1432000
chl,1864,1769808
chn,1864,369281897
col,1864,2288805
com,1864,79591
cod,1864,6904811
cog,1864,432750
cri,1864,120000
civ,1864,1467296
hrv,1864,1807793
cub,1864,1374644
cyp,1864,185661
cze,1864,6479933
dnk,1864,1777000
dji,1864,32032
dma,1864,25584
dom,1864,207958
ecu,1864,949366
egy,1864,6623196
slv,1864,450215
gnq,1864,93010
eri,1864,366556
est,1864,500265
eth,1864,5483646
fji,1864,132390
fin,1864,1813000
fra,1864,37860000
gab,1864,228559
gmb,1864,143219
geo,1864,1604348
deu,1864,37602000
gha,1864,1625983
grc,1864,3461000
grl,1864,12889
grd,1864,33693
gtm,1864,1005130
gin,1864,1449972
gnb,1864,292377
guy,1864,224820
hti,1864,1081806
hnd,1864,386979
hkg,1864,82887
hun,1864,5679254
isl,1864,81765
ind,1864,207388427
idn,1864,25556571
irn,1864,8167254
irq,1864,1511655
irl,1864,4013764
isr,1864,237603
ita,1864,26814000
jam,1864,466619
jpn,1864,33687029
jor,1864,259580
kaz,1864,3052622
ken,1864,2574000
kir,1864,20319
kwt,1864,81280
kgz,1864,792867
lao,1864,713255
lva,1864,884680
lbn,1864,455859
lso,1864,384633
lbr,1864,449886
lby,1864,670048
ltu,1864,1166054
lux,1864,169142
mac,1864,82622
mkd,1864,577082
mdg,1864,2271832
mwi,1864,737000
mys,1864,707043
mdv,1864,54757
mli,1864,2103204
mlt,1864,178439
mhl,1864,7646
mrt,1864,459553
mus,1864,322968
mex,1864,8721302
fsm,1864,20577
mda,1864,1065769
mco,1864,10718
mng,1864,661921
mne,1864,186620
mar,1864,3625259
moz,1864,3065054
mmr,1864,4148570
nam,1864,229000
nru,1864,2155
npl,1864,4591407
nld,1864,3431000
nzl,1864,181093
nic,1864,383862
ner,1864,1567999
nga,1864,14603751
prk,1864,4490750
nor,1864,1668000
omn,1864,360743
pak,1864,15775715
plw,1864,4833
pan,1864,162540
png,1864,995226
pry,1864,373467
per,1864,2407444
phl,1864,3983090
pol,1864,15598163
prt,1864,4176000
pri,1864,607051
qat,1864,14092
rou,1864,8808131
rus,1864,46585843
rwa,1864,1218275
wsm,1864,42503
smr,1864,7310
stp,1864,31571
sau,1864,2306883
sen,1864,1356769
srb,1864,3161160
syc,1864,14576
sle,1864,1066141
sgp,1864,74379
svk,1864,2512620
svn,1864,691535
slb,1864,69500
som,1864,1318613
zaf,1864,2399635
kor,1864,9690129
ssd,1864,1282808
esp,1864,15864000
lka,1864,2601456
kna,1864,24007
lca,1864,28412
vct,1864,33151
sdn,1864,4987191
sur,1864,112457
swz,1864,86000
swe,1864,3981274
che,1864,2566000
syr,1864,1550378
twn,1864,2300524
tjk,1864,697698
tza,1864,3527542
tha,1864,5605791
tls,1864,223031
tgo,1864,656135
ton,1864,18908
tto,1864,108723
tun,1864,1135009
tur,1864,11572138
tkm,1864,549945
tca,1864,4477
tuv,1864,3195
uga,1864,2432085
ukr,1864,16844142
are,1864,40153
gbr,1864,25828236
usa,1864,35192433
ury,1864,257560
uzb,1864,2871845
vut,1864,33365
ven,1864,1546527
vnm,1864,9945378
pse,1864,187798
yem,1864,2809160
zmb,1864,747000
zwe,1864,1486560
guf,1864,13632
pyf,1864,50596
glp,1864,111569
gum,1864,23916
mtq,1864,116753
myt,1864,10107
ant,1864,58976
ncl,1864,38449
reu,1864,129399
vir,1864,38000
esh,1864,4787
akr_a_dhe,1864,5821
asm,1864,7341
aia,1864,2772
vgb,1864,6700
chanisl,1864,58449
cxr,1864,0
cck,1864,102
cok,1864,13619
cheslo,1864,9874576
deu_east,1864,8612540
eri_a_eth,1864,6046741
fro,1864,18017
flk,1864,155
gib,1864,12642
gbg,1864,25936
hos,1864,905
gbm,1864,31415
jey,1864,32500
kos,1864,564383
lie,1864,7771
msr,1864,7915
niu,1864,4523
nfk,1864,1315
yem_north,1864,2395225
mnp,1864,4307
pcn,1864,43
scg,1864,3343813
scg_ex_kos,1864,2667851
yem_south,1864,741603
stbar,1864,3222
shn,1864,6682
stmar,1864,8004
spm,1864,2452
sjm,1864,210
tkl,1864,745
ussr,1864,83903322
korea_union,1864,14200080
wlf,1864,4609
deu_west,1864,21851324
yug,1864,7499578
ala,1864,13368
afg,1865,4103578
alb,1865,575414
dza,1865,3649958
and,1865,3559
ago,1865,2171014
atg,1865,36187
arg,1865,1588832
arm,1865,623189
abw,1865,24404
aus,1865,1558000
aut,1865,4380000
aze,1865,1329047
bhs,1865,36548
bhr,1865,64474
bgd,1865,24202623
brb,1865,156538
blr,1865,3556091
bel,1865,4915000
blz,1865,25595
ben,1865,986276
bmu,1865,12000
btn,1865,111783
bol,1865,1463786
bih,1865,1263575
bwa,1865,121000
bra,1865,9081644
brn,1865,5353
bgr,1865,2564227
bfa,1865,2309808
bdi,1865,1273192
khm,1865,2313710
cmr,1865,2125805
can,1865,3569060
cpv,1865,83301
cym,1865,3494
caf,1865,594302
tcd,1865,1432000
chl,1865,1798001
chn,1865,367377189
col,1865,2305690
com,1865,80219
cod,1865,6950556
cog,1865,435902
cri,1865,122679
civ,1865,1477287
hrv,1865,1823756
cub,1865,1367272
cyp,1865,185681
cze,1865,6503687
dnk,1865,1799000
dji,1865,32279
dma,1865,25782
dom,1865,213280
ecu,1865,959687
egy,1865,6692334
